@vocab	der Tod	sterben	das Grab	der Grabstein	das Erbe	die Zukunft	erinnern	der Einfluss	berühmt	bis heute	die Philosophie

@passage	05a	MY OWN SUMMARY (not a quotation) — how both philosophers are remembered today, in my own words	MEINE EIGENE ZUSAMMENFASSUNG (kein Zitat) — wie beide Philosophen heute erinnert werden, in meinen eigenen Worten

@passage_line	This passage is entirely my own writing, reflecting on history rather than quoting either philosopher. Hegel died in 1831, greatly respected during his lifetime, his influence shaping later thinkers from Marx to Sartre. Schopenhauer, largely ignored for decades, became famous only late in his life, after the publication of "Parerga und Paralipomena" in 1851, and influenced figures such as Nietzsche and Wagner.	Diese Passage ist vollständig meine eigene Schrift, eine Reflexion über Geschichte statt ein Zitat von einem der beiden Philosophen. Hegel starb 1831, zu Lebzeiten sehr angesehen, sein Einfluss prägte spätere Denker von Marx bis Sartre. Schopenhauer, jahrzehntelang weitgehend ignoriert, wurde erst spät in seinem Leben berühmt, nach der Veröffentlichung von „Parerga und Paralipomena" 1851, und beeinflusste Persönlichkeiten wie Nietzsche und Wagner.
@passage_line	It is one of philosophy's small ironies that the more optimistic, systematic thinker and the more pessimistic, individualist one both left lasting marks — just on very different paths of thought.	Es ist eine der kleinen Ironien der Philosophie, dass sowohl der optimistischere, systematischere Denker als auch der pessimistischere, individualistischere bleibende Spuren hinterließen — nur auf sehr unterschiedlichen Gedankenwegen.

@passage	05b	Simplified — Both became famous, in different ways	Vereinfacht — Beide wurden berühmt, auf unterschiedliche Weise

@passage_line	Hegel was already famous and respected while he was alive. He died in 1831.	Hegel war schon berühmt und respektiert, während er noch lebte. Er starb 1831.
@passage_line	Schopenhauer was not famous for a long time. He became famous only near the end of his life.	Schopenhauer war lange nicht berühmt. Er wurde erst gegen Ende seines Lebens berühmt.
@passage_line	Both philosophers influenced many later thinkers, artists, and writers.	Beide Philosophen beeinflussten viele spätere Denker, Künstler und Schriftsteller.
@passage_line	Today, people still read and discuss both of them, even though they disagreed about almost everything.	Heute lesen und diskutieren die Menschen immer noch beide, obwohl sie über fast alles uneinig waren.


# ── Final Dialogue: Dinner and the Owl ───────────────────────────────────────
@section	12	Dinner and the Owl	Abendessen und die Eule
@vocab	das Abendessen	kochen	der Tisch	das Geschenk	die Figur	stehen	beobachten	schweigen	der Abend	gemeinsam	der Respekt

adv021201-01	narrator		Evening. Schopenhauer has cooked a simple meal. Both men sit at the table.	Abend. Schopenhauer hat eine einfache Mahlzeit gekocht. Beide Männer sitzen am Tisch.
adv021201-02	hegel		This is good, actually. Better than I expected.	Das ist tatsächlich gut. Besser, als ich erwartet hatte.
adv021201-03	schopenhauer		Another compliment. Be careful, Herr Hegel, or I might start to like you.	Noch ein Kompliment. Vorsicht, Herr Hegel, sonst mag ich Sie am Ende noch.
adv021201-04	hegel		A terrible risk for both of us, I am sure.	Ein furchtbares Risiko für uns beide, da bin ich sicher.
adv021201-05	narrator		Hegel notices a small owl figurine on the shelf.	Hegel bemerkt eine kleine Eulenfigur im Regal.
adv021201-06	hegel		An owl. Fitting, for a philosopher's study.	Eine Eule. Passend, für das Arbeitszimmer eines Philosophen.
adv021201-07	schopenhauer		Yes. Though I think your owl flies a little too late for my taste. I prefer to understand things while they are still happening.	Ja. Obwohl ich finde, dass Ihre Eule für meinen Geschmack ein bisschen zu spät fliegt. Ich verstehe Dinge lieber, während sie noch passieren.
adv021201-08	hegel		Perhaps that is simply not possible for anyone, fast or slow. We are always a little late to understand our own time.	Vielleicht ist das für niemanden möglich, schnell oder langsam. Wir verstehen unsere eigene Zeit immer ein bisschen zu spät.
adv021201-09	schopenhauer		A humble thought, for once, from you.	Ein bescheidener Gedanke, für einmal, von Ihnen.
adv021201-10	hegel		Even I have a few of those, Herr Schopenhauer.	Sogar ich habe ein paar davon, Herr Schopenhauer.
adv021201-11	narrator		They eat in comfortable silence for a while. The owl watches from the shelf, saying nothing, as owls do.	Sie essen eine Weile in angenehmem Schweigen. Die Eule beobachtet vom Regal aus, ohne etwas zu sagen, wie Eulen es tun.
adv021201-12	hegel		I should go soon. I have a lecture early tomorrow in Berlin.	Ich sollte bald gehen. Ich habe morgen früh eine Vorlesung in Berlin.
adv021201-13	schopenhauer		Of course you do. The Spirit of History waits for no one, apparently.	Natürlich haben Sie das. Der Geist der Geschichte wartet offenbar auf niemanden.
adv021201-14	hegel		Now you are mocking me.	Jetzt necken Sie mich.
adv021201-15	schopenhauer		A little. But honestly — thank you for the conversation today. It was better than I expected.	Ein bisschen. Aber ehrlich — danke für das Gespräch heute. Es war besser, als ich erwartet hatte.
adv021201-16	hegel		For me too, Herr Schopenhauer. Perhaps disagreement, done carefully, is its own kind of respect.	Für mich auch, Herr Schopenhauer. Vielleicht ist Uneinigkeit, sorgfältig betrieben, eine eigene Art von Respekt.
adv021201-17	narrator		Hegel leaves into the night. Schopenhauer stays at the table a little longer, looking at the small owl.	Hegel geht in die Nacht hinaus. Schopenhauer bleibt noch etwas länger am Tisch und schaut die kleine Eule an.
adv021201-18	schopenhauer		Difficult man. Wrong about almost everything, I still think. But difficult in an interesting way.	Schwieriger Mann. Bei fast allem falsch, glaube ich immer noch. Aber schwierig auf eine interessante Art.

adv021201-19q	question		What does Hegel have early the next morning?	Was hat Hegel am nächsten Morgen früh?
adv021201-20a	option	correct	A lecture in Berlin.	Eine Vorlesung in Berlin.
adv021201-20b	option		A coach to Königsberg.	Eine Kutsche nach Königsberg.
adv021201-20c	option		Another dinner with Schopenhauer.	Ein weiteres Abendessen mit Schopenhauer.

adv021201-21q	question		After reading about both chapters, which philosopher's ideas do you find more interesting so far — Schopenhauer's, Kant's, or Hegel's?	Nach beiden Kapiteln, welche Ideen findest du bisher interessanter — Schopenhauers, Kants oder Hegels?
adv021201-22a	option	correct	Schopenhauer's ideas interest me most.	Schopenhauers Ideen interessieren mich am meisten.
adv021201-23b	option	correct	Kant's ideas interest me most.	Kants Ideen interessieren mich am meisten.
adv021201-24c	option	correct	Hegel's ideas interest me most.	Hegels Ideen interessieren mich am meisten.
